1.000000000000000000e+00 -4.304026000000000184e-04
9.997520451751037429e-01 -4.042986318451618957e-04
9.990134140259454565e-01 -3.269400243454202216e-04
9.977922784868065165e-01 -2.003660326931728749e-04
9.960972199241779901e-01 -2.738100339803978167e-05
9.939372044852560206e-01 1.885113999930929129e-04
9.913215586426857850e-01 4.431806791326783662e-04
9.882599449738359576e-01 7.319482906174678682e-04
9.847623382107977275e-01 1.049670732799755715e-03
9.808390015952169749e-01 1.390826235606358379e-03
9.765004635700063051e-01 1.749502271339432478e-03
9.717574948379392730e-01 2.119599964045012878e-03
9.666210858151191854e-01 2.495074169096694883e-03
9.611024245053185755e-01 2.869775508891286506e-03
9.552128748192447727e-01 3.237216869073439741e-03
9.489639553608575362e-01 3.591647513992621797e-03
9.423673187009948826e-01 3.927487419597884555e-03
9.354347311567194900e-01 4.238601150090943841e-03
9.281780530930122675e-01 4.520645758058130376e-03
9.206092197616824180e-01 4.768597003405214765e-03
9.127402226906780047e-01 4.978587417602292620e-03
9.045830916353134743e-01 5.147162666052325537e-03
8.961498771013484133e-01 5.271564584535623314e-03
8.874526334482961687e-01 5.349756076095989535e-03
8.785034025798463819e-01 5.380803077223719581e-03
8.693141982268578483e-01 5.363822102162974122e-03
8.598969908269766815e-01 5.300076959767103385e-03
8.502636930036238105e-01 5.190455466037864618e-03
8.404261456458091972e-01 5.036471433872841998e-03
8.303961045890220216e-01 4.838632900743466622e-03
8.201852278962831200e-01 4.597325016775171726e-03
8.098050637373335192e-01 4.313694897571055537e-03
7.992670388629004030e-01 3.989824906130123514e-03
7.885824476699658803e-01 3.628021651047378705e-03
7.777624418530451056e-01 3.231165790029483492e-03
7.668180206355823536e-01 2.802591455700966655e-03
7.557600215747442007e-01 2.346469865878492937e-03
7.445991119321191398e-01 1.867490271971742515e-03
7.333457806020895475e-01 1.370822108227615077e-03
7.220103305889827849e-01 8.621896918619535461e-04
7.106028720234731644e-01 3.478584366386923139e-04
6.991333157081301986e-01 -1.653806644841275715e-04
6.876113671814776396e-01 -6.702923347714501026e-04
6.760465212894523068e-01 -1.161925728507710170e-03
6.644480572527027284e-01 -1.639483252103443329e-03
6.528250342177839283e-01 -2.102658818444318265e-03
6.411862872799428681e-01 -2.551219820139752521e-03
6.295404239648894062e-01 -2.984877920719104620e-03
6.178958211566681902e-01 -3.403615741717442699e-03
6.062606224585200820e-01 -3.807444056058170365e-03
5.946427359734257623e-01 -4.196408972414116673e-03
5.830498324908613972e-01 -4.570614535236031464e-03
5.714893440661747981e-01 -4.929969770150498254e-03
5.599684629788956869e-01 -5.274957156426415480e-03
5.484941410562317321e-01 -5.605863892715140517e-03
5.370730893479696011e-01 -5.922769385578102036e-03
5.257117781390026057e-01 -6.226252987934966301e-03
5.144164372857166212e-01 -6.516748212090256974e-03
5.031930568625297973e-01 -6.794520852215573357e-03
4.920473881049456377e-01 -7.060346033448809157e-03
4.809849446355755620e-01 -7.314091380435208505e-03
4.700110039597073519e-01 -7.556172863303071280e-03
4.591306092171286157e-01 -7.786321458525105599e-03
4.483485711770741067e-01 -8.004983605022875787e-03
4.376694704633379840e-01 -8.211976365099890596e-03
4.270976599967769571e-01 -8.407678017298324258e-03
4.166372676426464139e-01 -8.592198594196090444e-03
4.062921990504142489e-01 -8.765602097368992152e-03
3.960661406739421353e-01 -8.928280673735314310e-03
3.859625629601581842e-01 -9.080397787089831280e-03
3.759847236946015636e-01 -9.222040808786875071e-03
3.661356714924826616e-01 -9.353635846549763350e-03
3.564182494241685539e-01 -9.475431452433865850e-03
3.468350987642885297e-01 -9.587689561330315496e-03
3.373886628539353727e-01 -9.690597989276334909e-03
3.280811910657276398e-01 -9.784513296165964907e-03
3.189147428617983282e-01 -9.869768212812273997e-03
3.098911919350677557e-01 -9.946667056311609204e-03
3.010122304244658431e-01 -1.001552214112939876e-02
2.922793731950716900e-01 -1.007665260105932575e-02
2.836939621744439810e-01 -1.013038356258101104e-02
2.752571707367238441e-01 -1.017704472565495941e-02
2.669700081263988722e-01 -1.021696993699067885e-02
2.588333239139224418e-01 -1.025049533768110366e-02
2.508478124756922112e-01 -1.027795910087949717e-02
2.430140174911916140e-01 -1.029969999835425934e-02
2.353323364504062987e-01 -1.031605654636123283e-02
2.278030251649211801e-01 -1.032732993183826248e-02
2.204262022764067463e-01 -1.033382388718257112e-02
2.132018537564950855e-01 -1.033593232198812446e-02
2.061298373923332039e-01 -1.033398512985198199e-02
1.992098872523948017e-01 -1.032830715269073170e-02
1.924416181274033466e-01 -1.031909410899792268e-02
1.858245299415060003e-01 -1.030677231162989253e-02
1.793580121291022400e-01 -1.029166129230309895e-02
1.730413479730015802e-01 -1.027394639128424193e-02
1.668737188998454801e-01 -1.025400887737071449e-02
1.608542087289827616e-01 -1.023212960840695629e-02
1.549818078712374980e-01 -1.020851186175223552e-02
1.492554174742528050e-01 -1.018353380407118966e-02
1.436738535113298298e-01 -1.015731015527435686e-02
1.382358508109134965e-01 -1.013001392689935783e-02
1.329400670240993843e-01 -1.010131663080826060e-02
1.277850865277562753e-01 -1.007118571581010549e-02
1.227694242610672948e-01 -1.003933521131866562e-02
1.178915294935000135e-01 -1.000566840864706986e-02
1.131497895224142236e-01 -9.970086692919655214e-03
1.085425332987033920e-01 -9.932266106677269807e-03
1.040680349790569226e-01 -9.892260866914521014e-03
9.972451740360338546e-02 -9.849951225682310532e-03
9.551015549786778802e-02 -9.805076091263036434e-03
9.142307959814355289e-02 -9.757628361120424323e-03
8.746137869953329869e-02 -9.707563943921132879e-03
8.362310362606956149e-02 -9.654798746648698624e-03
7.990627012246759309e-02 -9.599257722043650493e-03
7.630886186720520215e-02 -9.540777198893337849e-03
7.282883340675438966e-02 -9.479370011387691988e-03
6.946411301091848234e-02 -9.415033784032878286e-03
6.621260544934765013e-02 -9.347735214473178178e-03
6.307219468942076857e-02 -9.277451249984627543e-03
6.004074651578977795e-02 -9.204169504664298090e-03
5.711611107198810711e-02 -9.127888959231328717e-03
5.429612532459643370e-02 -9.048619944187317674e-03
5.157861545055886232e-02 -8.966385110223290891e-03
4.896139914832120521e-02 -8.881220147851842314e-03
