1.000000000000000000e+00 -5.253642999999999464e-04
9.966555183946488317e-01 -2.380972004484570618e-04
9.933110367892976633e-01 3.691257892500402014e-05
9.899665551839464950e-01 2.997203818453289125e-04
9.866220735785953266e-01 5.504953196809367994e-04
9.832775919732441583e-01 7.893630709748097538e-04
9.799331103678929900e-01 1.016467169094081901e-03
9.765886287625418216e-01 1.231899348110222780e-03
9.732441471571906533e-01 1.435828802625585023e-03
9.698996655518394849e-01 1.628329442409438485e-03
9.665551839464883166e-01 1.809623302742116319e-03
9.632107023411371483e-01 1.979831914935695821e-03
9.598662207357859799e-01 2.139159398349845150e-03
9.565217391304348116e-01 2.287455659662881915e-03
9.531772575250836432e-01 2.425151141459317740e-03
9.498327759197324749e-01 2.552329857292627395e-03
9.464882943143813065e-01 2.669132528947133765e-03
9.431438127090301382e-01 2.775527849483378027e-03
9.397993311036788588e-01 2.871986887720229774e-03
9.364548494983276905e-01 2.958580149016259118e-03
9.331103678929765222e-01 3.035173918450106718e-03
9.297658862876253538e-01 3.102090779165095780e-03
9.264214046822741855e-01 3.159554079961596987e-03
9.230769230769230171e-01 3.207704869339638061e-03
9.197324414715718488e-01 3.246697811825133805e-03
9.163879598662206805e-01 3.276700340675823067e-03
9.130434782608695121e-01 3.297891107544638403e-03
9.096989966555183438e-01 3.310358416160878118e-03
9.063545150501671754e-01 3.314092102216304250e-03
9.030100334448160071e-01 3.309521320326660326e-03
8.996655518394648388e-01 3.296861175366358476e-03
8.963210702341136704e-01 3.276331776292154205e-03
8.929765886287625021e-01 3.247830426504387524e-03
8.896321070234113337e-01 3.211472360599668553e-03
8.862876254180601654e-01 3.167863599521183061e-03
8.829431438127089971e-01 3.117050676806691536e-03
8.795986622073578287e-01 3.058713413334877406e-03
8.762541806020066604e-01 2.993784596164536776e-03
8.729096989966554920e-01 2.921976777786575337e-03
8.695652173913043237e-01 2.843517534095155088e-03
8.662207357859531554e-01 2.759021870094337248e-03
8.628762541806019870e-01 2.667845890363720971e-03
8.595317725752508187e-01 2.571205804874486956e-03
8.561872909698996503e-01 2.468262108631958610e-03
8.528428093645484820e-01 2.360207183240011723e-03
8.494983277591973136e-01 2.246299749770027093e-03
8.461538461538461453e-01 2.127566108715781609e-03
8.428093645484949770e-01 2.003149724684379854e-03
8.394648829431438086e-01 1.874165818743741109e-03
8.361204013377926403e-01 1.739738010119116053e-03
8.327759197324414719e-01 1.600822435760979609e-03
