# AoA deg, xG, yG, zG
-5.000000000000000000e+00 1.184265688675765427e+00 3.532593000000000760e+00 -2.766541956676683844e-02
-4.000000000000000000e+00 1.181129985275543248e+00 3.533952999999999900e+00 -7.222440696264972870e-03
-3.000000000000000000e+00 1.178861376442315700e+00 3.534755000000000980e+00 1.429633003743500247e-02
-2.000000000000000000e+00 1.177495081747697236e+00 3.534965999999999831e+00 3.628179661286008717e-02
-1.000000000000000000e+00 1.177098542421308069e+00 3.534593000000000096e+00 5.705433183015726217e-02
0.000000000000000000e+00 1.177586000000000022e+00 3.533606999999999942e+00 7.933587000000000278e-02
1.000000000000000000e+00 1.179012663762872837e+00 3.532030999999999921e+00 1.011375955429781870e-01
2.000000000000000000e+00 1.181359415279009006e+00 3.529870999999999981e+00 1.226883894339155651e-01
3.000000000000000000e+00 1.184604646744519707e+00 3.527151000000000813e+00 1.437288584480587716e-01
4.000000000000000000e+00 1.188700617008067173e+00 3.523937000000000097e+00 1.636837620376578317e-01
5.000000000000000000e+00 1.193616728568329455e+00 3.520251000000000907e+00 1.827493639690410676e-01
6.000000000000000000e+00 1.199315750381450663e+00 3.516119000000000216e+00 2.009478811584440305e-01
7.000000000000000000e+00 1.205746889847758796e+00 3.511587000000000902e+00 2.181142084561603356e-01
8.000000000000000000e+00 1.212835107946890867e+00 3.506732000000000848e+00 2.339020961951695510e-01
9.000000000000000000e+00 1.220497499046771628e+00 3.501634000000000135e+00 2.480856729624179302e-01
1.000000000000000000e+01 1.228685300921275259e+00 3.496329999999999938e+00 2.607617941505922521e-01
